datetime,main.aqi,components.co,components.no,components.no2,components.o3,components.so2,components.pm2_5,components.pm10,components.nh3,temperature_2m,relative_humidity_2m,dew_point_2m,precipitation,surface_pressure,wind_speed_10m,wind_direction_10m,shortwave_radiation
21/10/2021 09:00:00,4,761.03,0.48,6.43,208.86,5.54,47.15,58.48,6.4,31.0,23,7.5,0.0,968.1,4.6,135,638
21/10/2021 10:00:00,5,1375.2,3.97,40.44,150.2,7.57,61.24,77.52,10.89,31.4,21,6.5,0.0,967.6,4.4,125,512
21/10/2021 11:00:00,5,2349.85,8.49,85.0,87.26,9.89,86.85,110.7,16.47,31.4,20,5.8,0.0,967.2,4.7,99,339
21/10/2021 12:00:00,5,3150.94,10.06,127.49,28.25,11.09,109.43,141.31,21.53,30.7,22,6.6,0.0,967.2,5.6,75,144
21/10/2021 13:00:00,5,3631.59,22.35,138.46,0.64,12.04,129.71,171.36,29.39,29.5,23,6.2,0.0,967.6,7.7,53,11
21/10/2021 14:00:00,5,4325.87,46.94,135.72,0.0,13.47,160.3,215.39,37.49,28.3,26,7.0,0.0,968.0,9.1,56,0
21/10/2021 15:00:00,5,5287.17,67.06,146.69,0.0,15.74,203.06,272.88,47.12,27.3,30,8.2,0.0,968.5,7.4,51,0
21/10/2021 16:00:00,5,5874.63,71.53,149.43,0.0,17.41,241.59,323.48,54.72,26.5,31,8.0,0.0,968.7,9.4,360,0
21/10/2021 17:00:00,5,6141.66,72.42,146.69,0.0,19.07,276.47,368.61,63.84,25.6,34,8.6,0.0,969.1,7.6,352,0
21/10/2021 18:00:00,5,6568.91,76.89,148.06,0.0,20.98,312.57,412.13,73.97,24.7,37,9.1,0.0,968.8,5.9,14,0
21/10/2021 19:00:00,5,6835.94,76.89,156.28,0.0,22.65,334.2,430.97,82.08,24.3,37,8.7,0.0,968.5,7.6,8,0
21/10/2021 20:00:00,5,6835.94,69.74,161.77,0.0,23.37,347.01,439.94,89.17,23.6,38,8.5,0.0,968.4,9.0,358,0
21/10/2021 21:00:00,5,6622.31,60.8,161.77,0.0,23.13,354.55,446.29,93.22,23.1,40,8.8,0.0,968.2,7.9,357,0
21/10/2021 22:00:00,5,6301.88,48.28,157.65,0.0,21.94,360.37,448.81,93.22,22.6,41,8.7,0.0,967.7,6.6,13,0
21/10/2021 23:00:00,5,5981.45,35.76,153.54,0.0,21.22,360.58,442.09,93.22,22.1,43,9.0,0.0,967.7,6.8,3,0
22/10/2021 00:00:00,5,5714.42,25.71,146.69,0.01,21.22,354.31,425.37,93.22,21.8,44,9.0,0.0,967.9,6.2,353,0
22/10/2021 01:00:00,5,5500.79,24.14,139.83,0.0,21.7,344.59,409.02,96.26,21.6,45,9.2,0.0,968.0,4.0,355,0
22/10/2021 02:00:00,5,5767.82,42.92,132.98,0.06,23.6,339.98,404.33,99.3,21.8,45,9.4,0.0,968.4,2.9,7,12
22/10/2021 03:00:00,5,6462.1,89.41,124.75,1.52,25.27,333.67,398.94,95.25,23.1,40,8.8,0.0,969.1,4.2,20,146
22/10/2021 04:00:00,5,6301.88,92.98,108.3,6.71,17.88,306.45,364.28,58.77,24.3,37,8.7,0.0,969.4,7.2,27,339
22/10/2021 05:00:00,5,5340.58,61.69,112.41,21.64,14.42,265.19,321.36,50.16,25.5,34,8.5,0.0,969.7,8.0,27,509
22/10/2021 06:00:00,5,3044.13,18.11,75.4,75.1,12.52,158.58,195.8,36.48,27.0,29,7.5,0.0,969.6,6.9,43,633
22/10/2021 07:00:00,4,574.11,0.44,4.63,150.2,7.87,39.25,48.03,8.74,28.2,27,7.5,0.0,969.0,5.9,43,698
22/10/2021 08:00:00,4,534.06,0.29,3.38,155.93,8.7,41.67,49.95,6.46,29.2,24,6.5,0.0,968.5,5.6,45,696
22/10/2021 09:00:00,4,527.38,0.33,4.33,151.63,8.7,38.51,45.87,5.45,29.9,22,5.9,0.0,967.6,8.2,41,625
22/10/2021 10:00:00,4,560.76,0.33,6.26,148.77,10.13,38.55,44.94,5.13,30.4,21,5.7,0.0,967.4,10.2,8,497
22/10/2021 11:00:00,4,654.22,0.21,9.25,150.2,14.07,47.69,53.67,5.45,28.8,24,6.2,0.1,967.6,27.1,311,324
22/10/2021 12:00:00,5,754.36,0.05,12.34,153.07,16.45,59.45,65.9,5.83,27.9,25,6.0,0.6,967.9,7.7,281,107
22/10/2021 13:00:00,5,1014.71,0.0,28.1,128.75,15.14,69.6,78.87,8.36,26.7,27,6.1,0.0,969.1,10.5,308,8
22/10/2021 14:00:00,5,1361.85,0.0,50.04,91.55,12.76,76.36,90.05,12.16,25.6,29,6.3,0.1,969.6,6.5,251,0
22/10/2021 15:00:00,5,1655.58,0.0,63.75,66.52,11.33,83.91,102.2,14.69,25.0,32,7.2,0.0,970.1,7.6,267,0
22/10/2021 16:00:00,5,2269.75,0.5,90.48,26.11,9.3,105.83,133.44,17.23,23.9,36,7.9,0.3,970.4,12.3,249,0
22/10/2021 17:00:00,5,3204.35,12.85,105.56,0.69,8.7,143.21,182.15,19.76,22.7,40,8.4,1.1,970.8,8.7,246,0
22/10/2021 18:00:00,5,4005.43,33.08,102.82,0.0,9.54,181.41,224.18,23.05,23.6,31,5.5,0.5,970.9,11.9,331,0
22/10/2021 19:00:00,5,4432.68,42.47,101.45,0.0,9.18,200.55,237.91,23.31,22.7,33,5.6,0.0,970.7,9.7,318,0
22/10/2021 20:00:00,5,4325.87,41.57,93.22,0.0,6.02,200.02,232.34,15.83,22.1,29,3.3,0.0,970.6,8.2,311,0
22/10/2021 21:00:00,5,4005.43,32.19,77.46,0.01,3.76,195.62,225.09,10.26,21.6,25,0.7,0.0,970.6,4.6,315,0
22/10/2021 22:00:00,5,3524.78,19.22,65.8,0.06,3.52,187.24,214.64,11.65,21.3,22,-1.3,0.0,970.5,7.4,299,0
22/10/2021 23:00:00,5,3044.13,8.16,62.38,0.79,5.25,174.06,199.89,20.77,21.0,19,-3.5,0.0,970.2,6.8,295,0
23/10/2021 00:00:00,5,2616.88,1.06,61.01,7.33,7.63,155.88,179.94,32.17,20.6,19,-3.8,0.0,970.4,2.3,309,0
23/10/2021 01:00:00,5,2376.56,0.13,59.63,15.91,10.01,143.97,167.6,42.56,19.9,21,-3.1,0.0,970.9,1.6,333,0
23/10/2021 02:00:00,5,2563.48,3.21,70.6,6.26,12.04,144.87,171.15,47.62,19.9,22,-2.4,0.0,971.6,1.6,297,12
23/10/2021 03:00:00,5,3177.64,29.95,69.92,6.8,12.88,149.49,178.43,43.06,21.3,19,-3.2,0.0,972.6,2.3,198,151
23/10/2021 04:00:00,5,3017.43,32.19,61.01,22.89,12.28,131.98,155.2,27.87,22.7,17,-3.6,0.0,973.3,4.3,204,347
23/10/2021 05:00:00,5,3124.24,26.6,68.55,48.64,12.52,145.65,169.65,22.29,24.0,13,-6.1,0.0,973.8,3.7,209,520
23/10/2021 06:00:00,5,3124.24,16.09,71.97,101.57,12.76,164.17,189.29,17.99,25.3,10,-8.5,0.0,973.6,2.1,121,646
23/10/2021 07:00:00,3,727.65,1.68,9.77,127.32,4.95,21.56,26.33,5.07,26.3,9,-9.1,0.0,972.9,4.3,85,719
23/10/2021 08:00:00,3,587.46,0.77,5.4,143.05,3.87,20.46,24.39,3.99,27.0,8,-10.1,0.0,972.0,5.4,82,724
23/10/2021 09:00:00,4,600.82,0.45,4.16,161.65,4.41,28.78,33.34,3.99,27.4,7,-11.5,0.0,971.2,6.2,80,659
23/10/2021 10:00:00,4,680.92,0.51,6.26,175.95,6.14,39.9,45.84,4.81,27.6,7,-11.3,0.0,971.0,6.9,84,530
23/10/2021 11:00:00,4,754.36,0.51,9.68,170.23,7.39,44.35,51.14,5.7,27.5,7,-11.4,0.0,970.8,6.5,84,348
23/10/2021 12:00:00,4,794.41,0.2,13.37,151.63,7.45,42.66,49.37,6.21,26.6,10,-7.5,0.0,970.5,4.9,73,144
23/10/2021 13:00:00,4,1214.98,0.01,40.78,94.41,7.39,47.57,57.06,10.13,25.3,11,-7.3,0.0,970.7,6.1,50,9
23/10/2021 14:00:00,5,1815.8,0.07,73.34,37.55,7.45,62.51,78.73,16.09,24.4,16,-3.1,0.0,971.3,5.9,38,0
23/10/2021 15:00:00,5,2216.34,0.85,90.48,11.27,8.11,77.74,101.3,21.79,23.8,19,-1.2,0.0,971.9,4.2,59,0
23/10/2021 16:00:00,5,2189.64,0.42,82.94,14.13,8.94,84.4,111.46,25.84,23.4,21,-0.2,0.0,972.7,1.6,63,0
23/10/2021 17:00:00,5,2162.93,0.51,74.03,12.34,7.87,90.17,120.36,26.09,23.0,24,1.4,0.0,973.9,7.4,113,0
23/10/2021 18:00:00,5,2162.93,1.17,69.23,7.69,6.02,92.42,124.55,21.79,21.3,48,9.9,0.0,974.8,9.4,173,0
23/10/2021 19:00:00,5,2056.12,1.37,63.06,5.72,3.99,87.36,117.22,14.44,20.8,51,10.3,0.0,975.1,2.2,99,0
23/10/2021 20:00:00,5,2056.12,1.36,58.26,3.84,2.5,85.39,112.7,7.09,20.2,56,11.2,0.0,975.5,6.8,18,0
23/10/2021 21:00:00,5,2216.34,0.88,56.89,3.98,2.09,93.31,119.14,3.9,19.5,58,11.0,0.0,975.4,9.3,332,0
23/10/2021 22:00:00,5,2002.72,0.0,43.18,27.54,4.41,93.91,112.56,3.96,18.8,60,10.9,0.2,975.3,8.2,299,0
23/10/2021 23:00:00,5,1789.09,0.0,31.53,38.27,4.47,90.63,105.58,3.1,18.5,61,10.9,0.4,975.5,7.4,299,0
24/10/2021 00:00:00,5,1735.69,0.0,28.45,35.41,4.17,91.01,104.55,3.42,18.7,60,10.8,0.0,975.8,6.2,339,0
24/10/2021 01:00:00,5,1735.69,0.0,29.13,31.83,4.29,92.35,104.63,3.86,18.4,61,10.8,0.0,976.2,7.7,11,0
24/10/2021 02:00:00,5,1762.39,0.03,34.62,31.83,5.31,90.5,102.02,4.43,18.5,62,11.1,0.2,976.5,6.8,328,10
24/10/2021 03:00:00,5,1655.58,0.12,40.44,39.7,6.74,78.61,88.19,4.88,19.7,57,11.0,0.0,977.4,4.0,275,127
24/10/2021 04:00:00,4,1054.76,0.04,22.28,80.82,7.15,45.86,50.72,3.9,20.7,54,11.1,0.2,978.4,8.0,188,239
24/10/2021 05:00:00,4,894.55,0.06,17.14,95.84,6.62,33.54,37.45,4.18,21.7,49,10.5,0.0,977.9,7.1,240,196
24/10/2021 06:00:00,4,787.74,0.06,13.37,107.29,6.68,29.39,32.85,4.37,22.4,46,10.2,0.0,977.7,5.4,318,447
24/10/2021 07:00:00,3,600.82,0.13,7.03,121.59,5.25,21.98,24.22,2.79,21.8,49,10.6,0.1,977.5,18.9,336,318
24/10/2021 08:00:00,3,514.03,0.25,5.14,124.45,4.29,16.54,18.34,2.09,18.8,58,10.4,1.0,977.3,27.7,309,444
24/10/2021 09:00:00,3,467.3,0.36,4.88,125.89,3.82,13.4,15.02,1.92,17.0,59,9.0,0.8,977.1,24.8,283,198
24/10/2021 10:00:00,3,473.98,0.55,6.51,123.02,3.87,12.72,14.65,2.44,17.6,59,9.5,0.2,976.7,16.8,285,79
24/10/2021 11:00:00,2,540.73,0.7,10.37,117.3,4.41,13.93,16.62,3.52,18.6,53,8.9,0.3,976.6,10.0,308,106
24/10/2021 12:00:00,2,607.49,0.36,15.25,108.72,4.77,14.36,17.52,4.24,19.4,49,8.4,0.0,976.9,4.9,306,100
24/10/2021 13:00:00,3,1188.28,0.11,54.84,51.5,5.42,23.69,31.34,10.39,18.7,52,8.7,0.0,977.7,7.4,313,8
24/10/2021 14:00:00,4,1922.61,8.61,85.68,3.67,6.8,42.42,57.64,19.76,18.4,52,8.4,0.0,978.5,7.7,319,0
24/10/2021 15:00:00,5,2510.07,30.4,82.94,0.01,9.3,68.34,91.0,30.65,18.3,51,8.0,0.0,979.1,3.3,319,0
24/10/2021 16:00:00,5,2777.1,36.66,82.94,0.0,12.52,92.24,121.19,44.58,18.3,50,7.7,0.0,979.5,1.8,349,0
24/10/2021 17:00:00,5,3044.13,39.79,86.37,0.0,15.74,112.65,147.19,58.26,18.1,50,7.5,0.0,979.6,5.1,352,0
24/10/2021 18:00:00,5,3337.86,44.26,94.59,0.0,18.36,126.68,164.49,67.89,17.5,53,7.8,0.0,979.6,5.6,333,0
24/10/2021 19:00:00,5,3311.16,40.23,100.08,0.0,18.6,124.14,159.16,66.88,17.2,54,7.8,0.0,979.3,6.5,341,0
24/10/2021 20:00:00,5,3124.24,32.63,98.71,0.0,18.12,117.49,147.39,65.86,17.0,54,7.7,0.0,979.1,4.6,342,0
24/10/2021 21:00:00,5,2937.32,25.48,93.22,0.01,17.88,115.84,142.26,67.89,16.8,54,7.5,0.0,979.0,4.1,315,0
24/10/2021 22:00:00,5,2643.59,16.99,84.31,0.09,17.17,109.84,132.32,65.86,17.0,52,7.1,0.0,978.5,4.2,290,0
24/10/2021 23:00:00,5,2269.75,7.94,73.34,0.58,15.02,100.39,119.86,59.28,17.0,52,7.1,0.0,978.3,3.9,292,0
25/10/2021 00:00:00,5,1976.01,3.21,61.69,1.81,12.4,92.26,110.4,52.69,16.7,53,7.1,0.0,978.4,4.2,290,0
25/10/2021 01:00:00,5,1922.61,4.92,53.47,0.98,8.58,91.48,111.1,37.49,16.6,54,7.3,0.0,978.6,4.7,293,0
25/10/2021 02:00:00,5,2429.96,24.81,50.72,0.08,8.11,106.02,132.23,32.93,16.7,53,7.1,0.0,978.9,4.3,294,10
25/10/2021 03:00:00,5,3578.19,69.74,50.72,2.37,10.01,129.35,163.31,34.96,17.9,49,7.1,0.0,979.5,4.0,297,136
25/10/2021 04:00:00,5,3952.03,83.15,58.95,9.12,10.73,129.89,162.51,31.41,19.4,43,6.5,0.0,979.7,4.4,305,326
25/10/2021 05:00:00,5,4219.06,75.1,81.57,21.82,10.61,137.47,169.67,26.6,20.9,38,6.1,0.0,979.5,3.8,319,495
25/10/2021 06:00:00,5,4058.84,45.6,102.82,56.51,10.49,142.4,172.27,21.03,22.2,35,6.0,0.0,979.3,2.9,353,618
25/10/2021 07:00:00,3,821.11,2.49,14.74,138.76,5.36,21.52,26.27,5.76,23.3,33,6.2,0.0,978.3,3.2,360,681
25/10/2021 08:00:00,3,567.44,0.96,6.68,150.2,3.82,14.25,17.17,4.02,24.2,31,6.0,0.0,977.2,2.2,360,680
25/10/2021 09:00:00,3,500.68,0.62,4.93,153.07,3.49,13.05,15.67,3.64,24.8,30,6.0,0.0,976.0,1.8,11,613
25/10/2021 10:00:00,3,988.01,4.92,29.82,110.15,5.31,23.28,30.75,8.49,25.0,30,6.2,0.0,975.5,1.8,360,488
25/10/2021 11:00:00,4,1842.5,11.85,65.8,63.66,7.57,43.11,58.43,14.31,25.0,30,6.2,0.0,975.0,2.9,360,316
25/10/2021 12:00:00,5,2723.69,19.45,104.19,20.21,8.94,62.85,85.38,19.51,24.2,34,7.4,0.0,974.8,3.7,29,126
25/10/2021 13:00:00,5,3685.0,46.49,123.38,0.25,12.16,86.73,117.63,31.92,23.3,35,7.0,0.0,974.9,4.1,15,7
25/10/2021 14:00:00,5,4966.74,92.09,138.46,0.0,18.84,124.13,166.67,52.69,22.9,36,7.1,0.0,975.3,4.5,346,0
25/10/2021 15:00:00,5,6622.31,132.32,164.51,0.0,27.42,166.77,218.15,74.98,22.5,36,6.7,0.0,975.4,3.8,311,0
25/10/2021 16:00:00,5,7476.81,135.9,183.7,0.0,32.42,192.54,243.92,90.18,22.1,37,6.8,0.0,975.4,4.5,284,0
25/10/2021 17:00:00,5,7156.37,113.55,189.19,0.0,32.9,198.71,247.79,96.26,21.7,37,6.4,0.0,975.1,5.2,282,0
25/10/2021 18:00:00,5,6301.88,86.73,183.7,0.0,28.61,182.84,227.35,91.2,21.3,38,6.4,0.0,974.7,5.5,281,0
25/10/2021 19:00:00,5,4806.52,53.64,160.4,0.0,19.07,143.01,179.27,68.9,20.9,38,6.0,0.0,974.0,5.4,278,0
25/10/2021 20:00:00,5,3524.78,27.27,132.98,0.01,12.52,107.78,138.12,52.69,20.5,38,5.7,0.0,973.6,4.7,279,0
25/10/2021 21:00:00,5,2696.99,12.29,108.3,0.19,9.54,86.67,114.11,45.6,20.2,38,5.4,0.0,973.3,3.8,287,0
25/10/2021 22:00:00,5,2216.34,5.03,86.37,0.96,8.11,70.1,95.63,42.56,19.9,39,5.5,0.0,973.1,3.1,291,0
25/10/2021 23:00:00,5,1949.31,1.59,67.86,3.22,7.45,57.93,80.82,41.04,19.5,40,5.6,0.0,972.9,2.3,309,0
26/10/2021 00:00:00,5,1949.31,0.86,56.21,5.32,7.45,52.19,73.05,40.53,19.1,41,5.6,0.0,973.0,1.5,346,0
26/10/2021 01:00:00,5,2136.23,2.49,56.21,2.91,8.58,54.06,75.37,44.08,18.7,43,5.9,0.0,973.4,1.0,45,0
26/10/2021 02:00:00,5,2883.91,21.23,62.38,0.15,12.04,69.1,95.98,52.69,18.9,44,6.4,0.0,973.9,1.3,34,9
26/10/2021 03:00:00,5,4379.27,72.42,73.34,2.95,17.64,98.23,134.16,63.33,20.2,39,5.8,0.0,974.6,2.3,39,133
26/10/2021 04:00:00,5,5821.23,121.59,83.63,7.87,18.6,131.97,175.8,58.77,21.2,36,5.6,0.0,974.9,4.1,45,305
26/10/2021 05:00:00,5,6942.75,132.32,113.79,15.38,15.74,174.58,224.91,42.56,22.3,34,5.7,0.0,974.8,4.8,48,458
26/10/2021 06:00:00,5,7263.18,81.36,161.77,47.21,13.95,216.45,265.86,29.64,23.2,32,5.6,0.0,974.6,4.9,73,576
26/10/2021 07:00:00,4,1869.2,2.79,26.05,175.95,8.35,43.48,51.16,7.79,24.2,30,5.6,0.0,974.0,5.0,90,672
26/10/2021 08:00:00,4,1361.85,1.09,13.2,185.97,5.72,27.38,32.22,5.76,25.0,28,5.2,0.0,973.2,4.9,107,625
26/10/2021 09:00:00,3,1054.76,0.6,8.82,174.52,3.99,19.17,22.81,4.12,25.5,26,4.6,0.0,972.4,5.4,98,601
26/10/2021 10:00:00,3,881.2,0.59,9.43,151.63,3.64,12.83,15.94,3.55,25.8,24,3.7,0.0,972.3,5.4,94,454
26/10/2021 11:00:00,3,814.44,0.57,13.02,131.61,3.67,9.0,12.2,3.67,25.8,24,3.7,0.0,972.5,5.4,94,294
26/10/2021 12:00:00,2,821.11,0.2,17.31,114.44,3.25,7.74,11.94,3.58,25.1,26,4.2,0.0,972.7,5.5,79,123
26/10/2021 13:00:00,2,907.9,0.0,24.68,94.41,3.31,10.22,16.8,4.37,24.1,28,4.4,0.0,973.1,5.5,58,6
26/10/2021 14:00:00,2,1028.06,0.0,31.19,76.53,3.87,13.4,21.61,6.27,23.4,31,5.3,0.0,974.0,6.3,24,0
26/10/2021 15:00:00,2,1028.06,0.0,31.19,69.38,4.11,14.97,23.41,7.73,22.7,35,6.5,0.0,974.7,4.3,24,0
26/10/2021 16:00:00,4,1348.5,0.01,45.93,44.7,5.66,26.53,40.0,13.68,22.2,37,6.8,0.0,975.2,2.6,56,0
26/10/2021 17:00:00,4,1668.93,0.13,57.58,23.25,6.68,40.25,59.43,18.49,21.9,38,6.9,0.0,975.7,2.3,72,0
26/10/2021 18:00:00,4,1815.8,0.54,61.01,13.95,6.62,46.33,68.33,20.52,21.4,39,6.9,0.0,975.9,2.6,56,0
26/10/2021 19:00:00,4,1708.98,0.37,56.89,14.66,5.9,42.46,63.13,20.77,20.9,40,6.8,0.0,975.9,2.5,8,0
26/10/2021 20:00:00,4,1495.36,0.04,45.93,25.03,5.31,36.2,54.6,21.03,20.5,41,6.8,0.0,975.9,1.8,37,0
26/10/2021 21:00:00,4,1295.09,0.0,34.96,37.55,5.25,33.01,50.36,23.05,20.1,42,6.8,0.0,976.0,2.6,56,0
26/10/2021 22:00:00,4,1134.87,0.0,27.08,50.07,5.54,29.83,45.96,25.59,19.8,43,6.9,0.0,975.9,1.1,18,0
26/10/2021 23:00:00,4,1068.12,0.0,23.65,59.37,6.14,28.16,43.59,29.13,19.6,43,6.7,0.0,976.0,1.8,11,0
27/10/2021 00:00:00,4,1094.82,0.0,24.33,60.08,7.03,29.16,44.87,33.95,19.2,44,6.7,0.0,976.4,1.8,37,0
27/10/2021 01:00:00,4,1255.04,0.0,33.59,52.21,8.82,34.77,52.94,41.54,18.9,45,6.7,0.0,976.9,1.8,79,0
27/10/2021 02:00:00,5,1895.9,1.52,69.92,18.24,12.64,51.89,77.44,52.69,18.9,46,7.1,0.0,977.4,1.5,76,9
27/10/2021 03:00:00,5,3231.05,44.26,89.11,6.17,18.36,79.82,115.79,64.34,20.4,41,6.7,0.0,978.2,2.3,51,134
27/10/2021 04:00:00,5,4753.11,98.35,104.19,12.7,24.8,114.04,160.84,78.02,21.5,37,6.2,0.0,978.6,3.9,56,325
27/10/2021 05:00:00,5,5981.45,118.02,148.06,23.96,30.99,156.36,211.6,91.2,22.8,33,5.7,0.0,978.7,3.2,63,496
27/10/2021 06:00:00,5,6088.26,75.1,197.41,62.23,30.04,189.91,244.16,82.08,24.2,28,4.5,0.0,978.5,2.9,97,620
27/10/2021 07:00:00,4,1375.2,3.63,24.33,151.63,7.27,30.65,42.0,9.88,25.4,24,3.4,0.0,977.7,3.8,107,685
27/10/2021 08:00:00,3,921.25,1.2,9.94,168.8,4.65,19.3,26.23,5.26,26.3,21,2.3,0.0,976.6,4.8,117,684
27/10/2021 09:00:00,3,741.01,0.69,6.6,170.23,3.7,15.43,20.73,3.9,27.0,19,1.4,0.0,975.7,5.3,118,616
27/10/2021 10:00:00,4,1335.14,5.98,38.39,113.01,5.78,25.47,35.72,9.5,27.3,17,0.1,0.0,975.1,5.8,120,489
27/10/2021 11:00:00,4,2376.56,14.98,83.63,60.8,9.18,47.41,66.35,18.24,27.2,18,0.8,0.0,974.7,5.8,120,316
27/10/2021 12:00:00,5,3391.27,19.89,139.83,21.99,12.76,74.47,101.23,31.41,26.0,22,2.7,0.0,974.7,5.9,133,123
27/10/2021 13:00:00,5,4005.43,27.05,175.48,0.44,17.17,102.32,137.45,51.17,25.0,23,2.4,0.0,975.0,4.9,126,6
27/10/2021 14:00:00,5,4646.3,49.17,186.44,0.0,21.94,137.15,184.87,69.92,24.4,24,2.5,0.0,975.4,2.9,120,0
27/10/2021 15:00:00,5,5554.2,66.16,202.89,0.0,26.7,177.21,237.56,82.08,23.8,26,3.1,0.0,975.6,2.4,27,0
27/10/2021 16:00:00,5,5928.04,66.16,205.64,0.0,29.09,205.89,271.91,87.14,23.0,27,3.0,0.0,975.8,4.8,13,0
27/10/2021 17:00:00,5,5821.23,57.22,189.19,0.0,28.85,219.81,285.97,87.14,22.3,29,3.4,0.0,975.9,3.8,17,0
27/10/2021 18:00:00,5,5340.58,46.05,164.51,0.0,25.75,213.4,274.56,80.05,21.8,31,3.9,0.0,975.9,2.4,27,0
27/10/2021 19:00:00,5,4379.27,26.38,137.09,0.04,20.03,176.34,223.7,65.86,21.4,32,4.0,0.0,975.6,1.5,45,0
27/10/2021 20:00:00,5,3364.56,8.05,116.53,1.32,15.74,138.18,175.03,59.78,21.0,33,4.1,0.0,975.2,1.8,53,0
27/10/2021 21:00:00,5,2670.29,0.52,97.33,10.82,13.59,115.6,148.53,62.82,20.4,35,4.4,0.0,974.9,2.8,50,0
27/10/2021 22:00:00,5,2243.04,0.01,83.63,21.46,12.88,100.48,132.27,70.93,19.9,37,4.8,0.0,974.6,3.2,63,0
27/10/2021 23:00:00,5,2002.72,0.0,76.08,26.11,12.4,91.12,123.2,78.02,19.3,39,5.0,0.0,974.5,3.4,58,0
28/10/2021 00:00:00,5,1895.9,0.01,70.6,24.68,11.92,85.51,118.14,81.06,18.9,39,4.6,0.0,974.7,3.3,49,0
28/10/2021 01:00:00,5,2029.42,0.4,76.08,12.88,12.28,86.44,121.84,82.08,18.5,40,4.7,0.0,975.2,3.1,54,0
28/10/2021 02:00:00,5,2643.59,17.66,86.37,0.54,15.02,99.92,141.55,84.1,18.6,40,4.8,0.0,975.8,2.7,67,8
28/10/2021 03:00:00,5,4058.84,69.74,93.22,3.89,20.03,125.9,175.68,88.16,20.2,36,4.7,0.0,976.5,3.4,58,134
28/10/2021 04:00:00,5,5287.17,110.87,97.33,10.28,18.6,156.82,210.85,67.89,21.4,31,3.6,0.0,977.0,4.6,51,328
28/10/2021 05:00:00,5,6034.85,106.39,120.64,21.64,15.5,196.2,253.37,44.58,22.8,28,3.4,0.0,977.4,5.2,65,500
28/10/2021 06:00:00,5,5767.82,53.64,146.69,67.95,14.42,233.1,285.84,33.95,24.2,24,2.3,0.0,977.4,4.9,73,624
28/10/2021 07:00:00,5,1695.63,3.07,26.73,188.83,11.56,66.96,78.87,11.15,25.3,22,2.0,0.0,976.8,4.0,85,688
28/10/2021 08:00:00,5,1388.55,1.33,14.74,220.3,9.42,58.77,68.44,8.99,26.2,20,1.5,0.0,976.1,4.0,100,685
28/10/2021 09:00:00,5,1268.39,0.82,11.48,240.33,8.58,61.44,71.26,9.75,26.8,18,0.5,0.0,975.2,3.8,107,617
28/10/2021 10:00:00,5,1628.88,2.49,32.56,194.55,8.82,74.38,88.74,13.68,27.2,17,0.0,0.0,974.9,3.7,101,489
28/10/2021 11:00:00,5,2429.96,4.69,71.97,133.04,9.54,109.89,132.63,17.99,27.2,17,0.0,0.0,974.9,3.7,79,314
28/10/2021 12:00:00,5,3337.86,3.13,123.38,65.8,9.89,150.0,181.83,21.79,26.3,20,1.5,0.0,975.0,3.7,61,119
28/10/2021 13:00:00,5,4379.27,9.39,174.11,7.24,10.49,194.65,238.44,27.87,25.2,21,1.3,0.0,975.4,4.7,32,5
28/10/2021 14:00:00,5,5661.01,45.15,191.93,0.0,12.28,249.75,307.89,35.97,24.5,22,1.4,0.0,975.8,5.2,25,0
28/10/2021 15:00:00,5,6568.91,61.69,202.89,0.0,14.54,292.45,359.84,42.05,23.8,23,1.4,0.0,975.9,3.4,18,0
28/10/2021 16:00:00,5,6568.91,48.28,197.41,0.0,16.69,309.15,376.56,46.61,23.2,24,1.5,0.0,976.2,3.2,27,0
28/10/2021 17:00:00,5,6301.88,35.32,183.7,0.0,19.31,318.32,384.84,54.21,22.5,26,2.1,0.0,976.6,4.2,31,0
28/10/2021 18:00:00,5,6034.85,26.15,171.36,0.02,21.94,322.89,386.65,63.33,21.8,29,3.0,0.0,976.9,5.2,16,0
28/10/2021 19:00:00,5,5340.58,11.96,157.65,0.61,24.32,299.78,353.82,72.96,21.2,30,3.0,0.0,976.6,5.4,8,0
28/10/2021 20:00:00,5,4486.08,1.65,135.72,6.26,23.6,258.8,301.77,79.04,20.8,31,3.1,0.0,976.5,3.4,18,0
28/10/2021 21:00:00,5,3738.4,0.06,106.93,16.81,20.5,216.79,253.06,79.04,20.5,32,3.3,0.0,976.5,2.3,39,0
28/10/2021 22:00:00,5,3070.83,0.01,86.37,21.46,16.45,176.7,209.77,71.94,20.3,32,3.0,0.0,976.3,1.8,79,0
28/10/2021 23:00:00,5,2483.37,0.01,70.6,23.6,13.59,143.53,175.44,69.92,20.0,33,3.2,0.0,976.2,2.9,90,0
29/10/2021 00:00:00,5,2056.12,0.01,58.95,25.39,12.28,119.03,150.59,71.94,19.5,34,3.2,0.0,976.7,3.7,61,0
29/10/2021 01:00:00,5,1949.31,0.13,61.01,18.77,12.16,111.98,145.59,74.98,19.0,35,3.2,0.0,977.3,3.6,53,0
29/10/2021 02:00:00,5,2536.77,12.85,80.2,1.63,14.78,127.87,169.11,81.06,19.0,37,4.0,0.0,977.9,3.8,41,7
29/10/2021 03:00:00,5,3845.22,61.69,91.85,2.44,19.55,159.22,211.4,90.18,20.5,33,3.7,0.0,978.8,4.1,45,126
