datetime,main_aqi,components_co,components_no,components_no2,components_o3,components_so2,components_pm2_5,components_pm10,components_nh3,temperature_2m,relative_humidity_2m,dew_point_2m,precipitation,surface_pressure,wind_speed_10m,wind_direction_10m,shortwave_radiation
1/19/2022 2:00,5,4753.11,15.65,71.97,0.37,11.92,487.66,520.74,11.91,9.3,99,9.1,0,990.3,2.9,187,0
1/19/2022 3:00,5,6568.91,60.8,80.2,0.04,16.93,591.69,638.27,21.03,8.5,99,8.4,0,990,4.1,232,0
1/19/2022 4:00,5,8010.86,95.67,84.31,0.29,20.27,686.65,740.22,27.11,8.9,98,8.6,0,989.9,4.3,246,0
1/19/2022 5:00,5,8544.92,101.03,82.94,0.6,20.74,729.41,787.64,26.6,9,99,8.8,0,990.6,3.4,198,0
1/19/2022 6:00,5,8438.11,93.88,82.25,1.31,20.98,730.29,791.8,23.31,9,99,8.8,0,990,2.3,141,0
1/19/2022 7:00,5,4165.65,21.46,89.11,23.25,52.93,372.27,399.6,11.15,9.1,98,8.8,0,989.9,5.4,138,0
1/19/2022 8:00,5,3524.78,16.32,91.85,33.62,71.53,313.62,338.42,10.51,9.3,98,9,0,990.6,5.5,113,19
1/19/2022 9:00,5,3524.78,14.98,102.82,37.55,90.6,314.37,340.35,11.02,10.1,96,9.6,0,990.9,7.6,95,43
1/19/2022 10:00,5,4272.46,23.02,119.27,19.85,82.02,351.73,386.33,14.44,11.6,92,10.4,0,991.7,4.1,105,134
1/19/2022 11:00,5,5714.42,55.43,126.12,3.89,61.04,421,470.01,19.51,12.9,89,11.2,0,991.6,3.1,135,211
1/19/2022 12:00,5,7476.81,113.55,124.75,0.39,55.31,489,550.56,27.36,14.7,84,11.9,0,990.7,3.3,229,328
1/19/2022 13:00,5,8117.68,146.63,113.79,0.01,51.02,516.8,589.53,33.44,15.8,78,12,0,989.6,4.2,239,352
1/19/2022 14:00,5,7049.56,123.38,89.11,0,37.19,479.48,557.77,27.11,15.8,76,11.6,0.1,988.5,1.8,270,222
1/19/2022 15:00,5,5180.36,78.68,64.43,0,25.03,399.57,471.33,19.51,15.4,79,11.7,0.4,987.9,1.1,360,85
1/19/2022 16:00,5,4539.49,61.69,46.61,0,16.69,384.33,457.94,19.25,14.8,90,13.1,0.4,987.7,1.8,323,47
1/19/2022 17:00,5,4966.74,67.95,34.62,0,14.9,428.17,510.15,24.83,14.2,85,11.6,0.8,988.1,0.7,270,22
1/19/2022 18:00,5,4859.92,67.06,27.42,0,14.19,428.12,509.16,27.36,13,92,11.8,1.7,987.9,2.3,219,1
1/19/2022 19:00,5,4486.08,62.58,23.31,0,12.16,367.38,427,24.07,13.2,91,11.7,0.8,988,0.5,225,0
1/19/2022 20:00,5,4058.84,54.09,20.56,0,11.21,318.24,356.91,22.8,12.2,96,11.6,0.1,988.2,3.9,292,0
1/19/2022 21:00,5,3791.81,44.26,18.68,0,11.8,302.22,326.91,25.33,12.1,97,11.7,0,988.2,3.6,270,0
1/19/2022 22:00,5,3898.62,40.68,17.99,0,12.76,324.97,341.97,27.11,11.9,98,11.6,0,988,3.9,22,0
1/19/2022 23:00,5,4379.27,43.81,18.16,0,11.44,382.3,396.16,21.79,12,98,11.7,0,987.8,4,360,0
1/20/2022 0:00,5,4913.33,50.51,20.73,0,10.61,439,452.28,16.21,11.7,100,11.7,0,987.6,3.8,343,0
1/20/2022 1:00,5,4806.52,38,33.59,0,12.04,435.39,449.02,12.67,11,100,11,0,987,3.6,307,0
1/20/2022 2:00,5,5928.04,66.16,37.36,0,14.78,516.14,538.27,17.99,11,100,11,0,986.5,3.9,304,0
1/20/2022 3:00,5,8117.68,134.11,42.16,0,18.12,630.44,659.08,22.55,11.1,99,11,0,986.1,2.5,315,0
1/20/2022 4:00,5,10681.15,223.52,47.3,0.01,20.5,695.48,728.09,23.81,10.6,100,10.6,0,985.5,0.8,243,0
1/20/2022 5:00,5,12496.95,289.68,50.72,0.09,21.7,729.2,774.84,23.56,11.6,98,11.4,0,985.6,3.4,58,0
1/20/2022 6:00,5,13137.82,307.56,56.21,0.26,21.93,720.14,782.55,21.28,11.2,100,11.2,0,985.4,2.9,187,0
1/20/2022 7:00,5,3845.21,46.04,78.14,3.67,82.02,271.05,288.56,2.53,9.8,100,9.8,0,985.7,4.6,219,0
1/20/2022 8:00,5,2616.88,16.99,75.4,5.99,86.78,197.79,212.28,1.42,10.2,100,10.2,0,986.4,4.2,211,32
1/20/2022 9:00,5,2243.04,8.27,76.09,6.71,83.92,173.16,187.07,2.47,11.9,95,11.1,0,987.2,4.6,231,122
1/20/2022 10:00,5,3471.37,45.6,69.92,2.79,47.68,223.96,258.47,16.72,12.8,94,11.8,0.1,987.6,5.6,243,210
1/20/2022 11:00,5,5767.82,121.59,64.43,1.26,30.28,330.56,396.74,30.15,13.6,91,12.1,0.2,987.5,5.5,238,290
1/20/2022 12:00,5,8544.92,221.73,68.55,0.27,34.81,458.11,550.36,49.14,14.9,84,12.3,0,986.6,4,270,363
1/20/2022 13:00,5,11001.59,307.56,82.25,0.01,53.88,583.22,695.03,90.18,15.8,78,12,0,985.7,2.6,304,435
1/20/2022 14:00,5,14526.37,418.42,106.93,0,82.02,769.96,907.85,151.99,16.1,75,11.6,0,984.9,2.2,351,313
1/20/2022 15:00,5,19653.32,565.05,141.2,0,109.67,1018.43,1182.4,210.76,15.8,74,11.3,0,984.6,5.2,348,177
1/20/2022 16:00,5,23925.78,672.34,172.73,0,125.89,1242.6,1423.33,247.24,15.5,75,11,0.1,984.2,5.1,356,118
1/20/2022 17:00,5,25421.14,686.65,189.19,0,133.51,1387.74,1574.05,267.51,14.1,84,11.5,0,984.9,3.7,281,66
1/20/2022 18:00,5,24993.9,650.88,186.44,0,129.7,1452.82,1635.41,259.4,12.5,91,11.1,0,984.9,6.3,257,3
1/20/2022 19:00,5,22644.04,579.36,153.54,0,83.92,1393.63,1524.06,154.02,12,90,10.4,0,985.2,5.5,238,0
1/20/2022 20:00,5,19012.45,464.92,116.53,0,39.1,1270.12,1336.28,61.3,12.4,90,10.7,0,985.6,4.8,222,0
1/20/2022 21:00,5,15594.48,361.2,86.37,0,18.6,1142.34,1169.37,25.84,11.6,93,10.5,0,986,5.1,184,0
1/20/2022 22:00,5,13458.25,296.83,65.8,0,10.01,1053.11,1065.58,12.41,10.1,97,9.7,0,985.9,5.5,169,0
1/20/2022 23:00,5,11642.46,246.76,52.09,0,8.34,974.31,985.03,10.77,9.4,99,9.3,0,985.6,4.5,151,0
1/21/2022 0:00,5,9506.23,184.18,45.24,0,10.25,849.98,862.7,12.03,8.6,100,8.6,0,985.3,4.3,138,0
1/21/2022 1:00,5,6408.69,100.14,50.04,0,15.14,587.65,600.83,11.78,8.1,100,8.1,0,985.3,4.5,151,0
1/21/2022 2:00,5,5928.04,88.51,47.98,0,17.64,499.69,519.74,16.72,7.4,100,7.4,0,985.2,3.5,156,0
1/21/2022 3:00,5,6729.13,118.02,46.61,0,20.03,494.93,519.86,21.79,7.5,98,7.2,0,985.1,2.4,117,0
1/21/2022 4:00,5,6622.31,121.59,45.24,0.12,21.22,483.56,510.82,22.55,8.4,94,7.6,0,984.8,2.2,90,0
1/21/2022 5:00,5,5767.82,95.67,43.18,1.18,19.79,451.27,485.29,21.79,7.8,98,7.4,0,985.3,2.9,90,0
1/21/2022 6:00,5,4646.3,62.58,45.93,5.36,17.64,387,422.89,19.76,9,94,8.2,0,985.8,3.6,96,0
1/21/2022 7:00,5,1668.93,5.09,28.1,58.65,28.13,179.95,189.79,0.61,8.8,98,8.5,0,986.3,3.9,124,0
1/21/2022 8:00,5,1148.22,2.4,17.65,78.68,23.37,123.5,129.8,0.9,8.8,99,8.6,0,986.8,4.9,126,26
1/21/2022 9:00,5,921.25,1.63,14.05,89.41,19.31,96.3,101.43,2.18,10.2,97,9.8,0,987.5,6.4,128,118
1/21/2022 10:00,5,1388.55,5.53,30.5,67.95,15.14,105.62,117.08,10.64,11.4,95,10.7,0,987.9,7.5,125,208
1/21/2022 11:00,5,2376.56,16.09,56.21,30.76,14.19,140.59,162.76,21.03,13.9,84,11.3,0,987.6,9,127,364
1/21/2022 12:00,5,3257.75,36.66,69.92,6.17,14.66,164.67,194.99,24.07,15.7,72,10.7,0.1,986.5,9.9,136,502
1/21/2022 13:00,5,3685,55.88,63.75,0.07,14.9,181.82,217.26,24.07,16.3,67,10.2,0.1,985.4,10.9,146,416
1/21/2022 14:00,5,3578.19,53.64,53.47,0,14.31,200.09,239.73,22.55,16.6,65,9.9,0.1,984.9,11,157,429
1/21/2022 15:00,5,3257.75,41.13,47.3,0,13.23,210.48,252.91,19.51,16.6,64,9.8,0,984.1,10.5,164,329
1/21/2022 16:00,5,2670.29,23.92,43.87,0.04,11.44,191.54,226.98,14.06,16.3,65,9.8,0,983.8,9.7,153,226
1/21/2022 17:00,5,2243.04,10.95,45.24,0.63,10.49,179.57,206.38,10.26,13.4,81,10.2,0,984.4,4.7,171,91
1/21/2022 18:00,5,1869.2,1.87,42.84,9.48,10.37,183.17,201.36,7.16,10.8,89,9,0,984,8.4,137,5
1/21/2022 19:00,5,1295.09,0,26.73,41.48,12.28,164.5,174.13,4.02,9.7,92,8.4,0,984.4,8.5,126,0
1/21/2022 20:00,5,1121.52,0,21.25,45.06,12.64,172.07,181.18,2.85,9.3,92,8.1,0,985,6.7,106,0
1/21/2022 21:00,5,1041.41,0,18.34,46.49,15.26,187.3,196.06,2.31,10,94,9.2,0,984.9,5.2,74,0
1/21/2022 22:00,5,1001.36,0,16.62,53.64,18.12,196.74,203.19,1.76,10.4,93,9.4,0,984.5,8.9,63,0
1/21/2022 23:00,5,988.01,0,14.57,62.23,16.69,197.93,203.16,1.8,10.1,93,9.1,0.2,984,7.4,67,0
1/22/2022 0:00,5,1028.06,0,13.02,65.8,13.95,206.11,210.73,2.25,10.2,94,9.2,0,983.5,11.2,69,0
1/22/2022 1:00,5,1121.52,0,12.85,65.8,12.76,209.24,213.13,2.72,10.6,92,9.4,0,982.8,11.7,79,0
1/22/2022 2:00,5,1335.14,0,18.68,60.08,13.83,215.62,221.18,4.43,10.8,91,9.4,0,982,11.5,86,0
1/22/2022 3:00,5,1562.12,0.05,29.13,47.21,14.78,220.36,228.41,6.08,10.8,92,9.6,0,981.3,11.6,85,0
1/22/2022 4:00,5,1602.17,0.53,31.87,41.13,14.78,213.08,222.4,6.84,10.6,93,9.6,0,980.4,12.6,85,0
1/22/2022 5:00,5,1468.66,1.12,26.73,44.7,14.42,196.15,205.23,6.78,10.3,94,9.4,0.1,980.9,8,98,0
1/22/2022 6:00,5,1295.09,1.27,21.59,52.21,14.07,176,183.46,5.95,10.5,93,9.4,0.8,980.8,7.2,93,0
1/22/2022 7:00,5,1134.87,1.15,17.65,67.23,14.54,156.18,161.02,4.56,10.6,90,9.1,0.9,981.3,10,111,0
1/22/2022 8:00,5,1108.17,1.27,16.62,70.1,13.83,150.14,154.27,4.37,10.5,93,9.5,1.7,981.3,10.5,49,5
1/22/2022 9:00,5,1134.87,1.48,17.65,63.66,14.31,152.02,155.98,4.5,10.7,94,9.7,0.3,981.9,13.6,53,27
1/22/2022 10:00,5,1148.22,0.11,22.28,46.49,15.14,145.52,149.48,4.5,11,91,9.7,0.3,982.2,11.2,45,36
1/22/2022 11:00,5,1108.17,0.05,23.31,34.69,14.66,128.31,132.01,4.31,12.6,89,10.7,0,982.1,11.6,60,173
1/22/2022 12:00,5,1041.41,0.06,25.02,29.68,14.9,114.22,117.62,3.96,13.6,80,10.1,0.3,981.1,9.8,54,231
1/22/2022 13:00,5,934.6,0.04,24.68,33.62,13.23,94.52,97.98,3.96,12.4,89,10.6,1.9,980.5,14.9,110,127
1/22/2022 14:00,5,834.47,0.01,21.93,44.7,10.49,65.94,70.13,4.43,12.2,89,10.5,3.7,979.8,11,58,52
1/22/2022 15:00,4,761.03,0,19.36,52.93,9.42,47.65,52.49,4.81,12.1,90,10.5,1.6,979,13.8,51,49
1/22/2022 16:00,4,707.63,0,16.28,57.22,8.58,41.92,46.23,4.43,11.6,91,10.2,1.9,978.6,16.5,46,27
1/22/2022 17:00,4,694.27,0,13.54,57.94,7.99,43.81,47.31,3.89,11.8,86,9.5,0.9,978.9,24.1,100,13
1/22/2022 18:00,4,680.92,0,11.48,59.37,7.51,46.41,48.74,3.07,11.5,88,9.5,0.3,979,22.4,109,1
1/22/2022 19:00,5,667.57,0,8.83,65.09,6.74,50.51,51.59,2.22,11.3,87,9.2,0.4,979.4,21.3,114,0
1/22/2022 20:00,4,654.22,0,7.54,69.38,6.74,47.46,48.3,2.12,11.1,87,9,1.7,979.8,18.7,113,0
1/22/2022 21:00,4,607.49,0,7.88,66.52,7.99,37.44,38.26,2.09,11.1,86,8.9,0.2,980.2,16.9,110,0
1/22/2022 22:00,4,620.84,0,9.25,58.65,8.7,37.56,38.6,2.34,11,90,9.4,0.5,980.5,16.8,105,0
1/22/2022 23:00,4,674.25,0,10.28,47.92,8.23,45.61,46.98,2.69,11.1,91,9.7,0.6,980.2,16.5,110,0
1/23/2022 0:00,5,734.33,0,11.14,37.91,7.39,55.72,57.38,2.94,11.4,91,10,0.1,979.9,17.9,120,0
1/24/2022 1:00,5,1562.12,12.52,17.65,0.01,6.32,105.08,114.62,8.74,8.6,97,8.2,0,985.9,5.8,112,0
1/24/2022 2:00,5,2056.12,26.15,17.99,0,9.3,134.12,150.19,14.19,8.8,97,8.4,0.9,985.8,8.8,99,0
1/24/2022 3:00,5,2803.8,48.28,19.71,0.01,13.47,170.59,194.11,20.01,8.7,97,8.2,0.5,985.6,8.2,105,0
1/24/2022 4:00,5,2910.61,52.3,21.42,0.08,15.97,170.9,195.12,21.03,8.5,97,8.1,0,985.3,7.6,98,0
1/24/2022 5:00,5,2670.29,43.81,21.93,0.19,16.45,159.23,183.91,20.01,8.5,99,8.3,0,985.2,7.3,110,0
1/24/2022 6:00,5,2376.56,35.76,21.76,0.29,16.93,144.28,168.49,19.25,8.6,98,8.3,0,985.5,7.2,96,0
1/24/2022 7:00,5,1241.68,4.92,27.08,19.67,27.66,67.65,77.08,7.6,8.5,98,8.3,0,986.2,6.6,119,0
1/24/2022 8:00,5,1041.41,3.46,20.22,36.48,26.46,50.76,57.11,5.76,8.7,97,8.3,0,987,7.2,127,30
1/24/2022 9:00,4,961.3,3.02,16.62,50.07,22.65,45.31,50.78,5.83,10.4,92,9.1,0,987.9,6.8,122,143
1/24/2022 10:00,5,2162.93,22.13,39.41,21.82,16.93,103.99,125.41,20.01,12,85,9.5,0,988.8,6.9,129,301
1/24/2022 11:00,5,4058.84,68.84,48.67,4.2,17.4,206.51,249.35,31.92,13.4,78,9.6,0,989,7.8,124,362
1/24/2022 12:00,5,5874.63,130.53,50.72,0.61,20.74,298.35,356.1,37.49,13.8,75,9.5,0,988.4,7.1,114,245
1/24/2022 13:00,5,7049.56,169.87,54.84,0.01,32.9,372.14,443.85,65.86,14.6,70,9.3,0.1,987.5,6.8,108,340
1/24/2022 14:00,5,8010.86,189.54,61.01,0,51.98,460.69,554.75,117.54,15.1,66,8.8,0.1,987,5.5,101,355
1/24/2022 15:00,5,9185.79,209.21,66.49,0,70.57,572.34,697.14,168.2,15.2,66,8.8,0,986.6,4.4,81,300
1/24/2022 16:00,5,9826.66,209.21,68.55,0,82.97,658.38,807.39,210.76,14.9,66,8.7,0,986.6,4.6,72,169
1/24/2022 17:00,5,9292.6,184.18,66.49,0,84.88,663.23,832.74,231.03,13.1,86,10.9,0,987.5,3.5,204,67
1/24/2022 18:00,5,8010.86,151.99,62.38,0,74.39,590.9,777.17,218.87,13.1,81,9.9,0,988.2,2.7,247,7
1/24/2022 19:00,5,6462.1,121.59,55.52,0,56.27,489.18,671.72,180.36,12.4,84,9.8,0,988.9,0.8,27,0
1/24/2022 20:00,5,5020.14,88.51,47.3,0,38.62,398.79,560.84,137.81,11,90,9.4,0,989.2,2.7,67,0
1/24/2022 21:00,5,3845.21,59.01,38.39,0,24.08,339.25,475.23,95.25,8.9,96,8.2,0,989.4,5.5,101,0
1/24/2022 22:00,5,3257.75,38.89,32.56,0,14.54,314.19,427.82,57.25,8.2,97,7.7,0,989.3,6.1,118,0
1/24/2022 23:00,5,3097.53,29.95,29.13,0,10.25,317.45,396.62,33.44,8,98,7.6,0,989.2,4.8,117,0
1/25/2022 0:00,5,3177.64,28.39,26.39,0,8.34,332.91,381.35,21.28,7.7,99,7.5,0,989,4,117,0
1/25/2022 1:00,5,3417.97,32.63,24.33,0,7.87,348.33,377.92,16.72,7.6,100,7.5,0,988.8,2.9,83,0
1/25/2022 2:00,5,4753.11,67.95,25.36,0,12.04,432.6,472.66,22.8,7.1,100,7.1,0,988.8,2.5,45,0
1/25/2022 3:00,5,7263.18,141.26,32.56,0.01,18.12,562.48,624.89,30.91,5.9,100,5.9,0,988.5,3.1,21,0
1/25/2022 4:00,5,5393.98,94.77,48.67,0.14,21.46,388.31,437.68,27.61,5.5,99,5.3,0,988.2,3.1,45,0
1/25/2022 5:00,5,6195.07,118.02,52.78,0.3,25.51,420.1,484.38,30.91,6.1,98,5.8,0,988.3,4.7,32,0
1/25/2022 6:00,5,6835.94,132.32,58.26,0.62,29.56,442.15,517.6,32.93,6.4,98,6.1,0,988.4,2,45,0
1/25/2022 7:00,5,3578.19,31.29,80.88,12.7,56.74,255.57,294.7,16.72,6.2,99,6.1,0,988.5,0.5,225,0
1/25/2022 8:00,5,2964.02,16.76,74.03,44.35,59.13,235.45,270.85,13.3,8.2,78,4.7,0,989.1,3,284,27
1/25/2022 9:00,5,2429.96,10.39,59.63,85.12,68.66,222.28,253.96,8.61,9,88,7,0,989.9,3.1,306,114
1/25/2022 10:00,5,2883.91,14.75,71.29,69.38,55.79,253.82,292.95,14.44,10.3,90,8.7,0,990.7,2.1,301,202
1/25/2022 11:00,5,4272.46,34.42,100.08,25.03,35.76,324.96,383.18,23.31,12.2,86,10,0,990.6,3.3,264,311
1/25/2022 12:00,5,5661.01,77.78,108.3,3.53,29.09,373.28,446.86,27.11,14,80,10.6,0,989.8,5.1,266,454
1/25/2022 13:00,5,6835.94,132.32,97.33,0.05,27.18,419.09,514.09,35.46,15,73,10.3,0,988.4,6.9,276,540
1/25/2022 14:00,5,8117.68,180.6,85,0,30.04,493.37,618.17,53.2,15.8,66,9.5,0,987.7,8.2,299,495
1/25/2022 15:00,5,9185.79,207.42,76.77,0,36.72,577.55,732.15,74.98,16,64,9.1,0,987,8.9,310,393
1/25/2022 16:00,5,9933.47,218.15,71.97,0,38.62,654.39,831.35,84.1,15.8,64,8.9,0,986.8,8.4,313,254
1/25/2022 17:00,5,10147.09,214.58,64.43,0,27.89,693.8,876.34,53.2,13.6,83,10.8,0,987.1,4.7,247,101
1/25/2022 18:00,5,9292.6,184.18,58.95,0,16.21,646.18,806.37,24.07,11.5,89,9.8,0.1,987.3,7.6,239,7
1/25/2022 19:00,5,6088.26,99.24,57.58,0,8.58,438.74,536.53,8.74,12.9,80,9.5,0.5,988.2,3.9,214,0
1/25/2022 20:00,5,4058.84,42.92,53.47,0,6.2,309.43,374.62,5.57,12,84,9.3,0.2,988.8,1.8,37,0
1/25/2022 21:00,5,2990.72,12.52,52.78,0.57,5.3,243.29,289.85,4.5,10.6,91,9.3,0,988.8,6.7,344,0
1/25/2022 22:00,5,2376.56,0.62,45.93,10.55,4.83,201.43,236.83,4.12,9.5,95,8.7,0,989,5.9,259,0
1/25/2022 23:00,5,2269.74,0.24,38.73,14.13,4.71,190.2,223.27,4.69,8.8,97,8.3,0,988.9,5.7,235,0
1/26/2022 0:00,5,2323.15,0.71,38.39,9.3,5.01,192.85,227.79,5.51,8.4,97,8,0,988.8,6.6,257,0
1/26/2022 1:00,5,2483.37,3.52,40.1,3.08,5.84,201.89,240.55,7.16,8.2,97,7.8,0,988.6,6.9,279,0
1/26/2022 2:00,5,3311.16,28.16,37.7,0.03,8.82,251.87,304.97,11.91,7.6,98,7.3,0,988.3,7.6,278,0
1/26/2022 3:00,5,3791.81,45.6,41.47,0.11,12.64,267.71,324.55,18.49,7.1,99,6.9,0,987.9,8,280,0
1/26/2022 4:00,5,3631.59,44.26,47.3,1.65,15.5,247.31,298.56,19,6.8,99,6.7,0,987.6,7.1,294,0
1/26/2022 5:00,5,3524.78,40.23,51.41,6.53,18.12,239.75,293.8,18.24,6.7,99,6.5,0,987.9,6.2,291,0
1/26/2022 6:00,5,3231.05,27.27,54.84,18.6,20.5,229.39,282.97,15.71,7.2,97,6.8,0,988.3,6.5,289,0
1/26/2022 7:00,5,2189.64,11.62,52.09,104.43,51.5,155.61,182.2,10.39,6.7,96,6.1,0,988.8,6.2,306,0
1/26/2022 8:00,5,1602.17,6.87,38.73,130.18,63.9,125.16,146.63,8.74,7.6,95,6.8,0,989.5,6.6,331,44
1/26/2022 9:00,5,2082.82,5.59,42.16,125.89,41.96,183.51,224.53,12.41,9,94,8.2,0,990.4,3.3,354,183
1/26/2022 10:00,5,2643.59,11.73,61.69,90.12,32.9,206.78,254.78,18.75,11,91,9.6,0,991.1,2.2,351,329
1/26/2022 11:00,5,4058.84,41.13,102.82,31.83,31.95,225.21,279.28,30.91,12.9,86,10.7,0,990.9,1.3,326,456
1/26/2022 12:00,5,5821.23,97.45,120.64,5.14,29.09,278.02,351.65,41.04,14.8,77,10.8,0,990.5,3.9,292,560
1/26/2022 13:00,5,7263.18,141.26,120.64,0.08,27.89,367.23,469.74,46.61,16,63,9,0,989.8,7.7,298,586
1/26/2022 14:00,5,8865.36,214.58,109.67,0,29.56,419.56,542.57,59.28,16.5,54,7.3,0,989.2,10.9,297,534
1/26/2022 15:00,5,9719.85,218.15,98.71,0,33.38,540.64,710.26,68.9,16.6,50,6,0,988.7,11.6,296,408
1/26/2022 16:00,5,10040.28,218.15,84.31,0,32.9,606.51,798.51,68.9,16.2,51,6,0,988.5,9.4,293,273
1/26/2022 17:00,5,9719.85,198.48,71.97,0,26.7,621.77,817.54,52.69,14.4,63,7.5,0,988.7,7.3,281,115
1/26/2022 18:00,5,8651.73,169.87,61.69,0,19.07,571.35,748.5,32.93,11.8,71,6.7,0,988.9,8.7,277,9
1/26/2022 19:00,5,3685,32.19,73.34,0.01,8.7,243.98,307.46,13.3,10.3,78,6.6,0,989.3,9.6,283,0
1/26/2022 20:00,5,5233.76,95.67,47.98,0,7.45,339.22,439.04,9.63,8.9,84,6.4,0,989.6,10.6,288,0
1/26/2022 21:00,5,3898.62,56.77,45.93,0,6.14,260.35,331.27,7.6,8.8,84,6.3,0,990.2,7.9,300,0
1/26/2022 22:00,5,1949.31,0.33,45.24,12.7,4.83,126.62,156.49,6.52,8.1,87,6,0,990.4,7.9,309,0
1/26/2022 23:00,5,2456.67,9.39,47.3,0.41,5.19,164.78,203.52,5.76,7,89,5.2,0,990.1,10,311,0
1/27/2022 0:00,5,2269.74,4.53,45.24,1.81,5.07,149.31,183.39,5.26,6.3,89,4.6,0,989.7,10.7,303,0
1/27/2022 1:00,5,2189.64,3.21,45.24,3.76,5.48,139.54,171.28,5.57,6.4,88,4.5,0,989.7,8.7,300,0
1/27/2022 2:00,5,2670.29,13.75,51.41,0.78,8.23,162.77,201.96,9.5,6.5,87,4.4,0,989.5,7.7,298,0
1/27/2022 3:00,5,3284.45,34.87,54.84,1.32,10.37,185.79,232.88,11.78,6.3,86,4.2,0,989.2,7.9,300,0
1/27/2022 4:00,5,3124.24,33.97,55.52,12.87,11.32,170.14,217.23,13.3,6.2,86,4.1,0,989.1,8.1,302,0
1/27/2022 5:00,5,3257.75,36.66,54.84,25.75,13.11,182.2,238.14,18.49,6.5,89,4.8,0,989.3,8.3,304,0
1/27/2022 6:00,5,2990.72,25.03,56.21,52.21,14.78,182.39,240.65,21.03,6.8,88,5,0,989.6,9.2,309,0
1/27/2022 7:00,5,1241.68,5.98,27.42,113.01,36.72,82.12,102.66,8.61,6.7,88,4.9,0,990.2,9.4,313,0
1/27/2022 8:00,5,988.01,3.97,21.59,133.04,41.96,76.92,92.37,6.52,7.9,85,5.5,0,991.1,10.8,307,49
1/27/2022 9:00,5,934.6,2.96,20.05,148.77,43.87,85.94,99.91,6.02,10.5,81,7.3,0,992.4,9.7,292,204
1/27/2022 10:00,5,1602.17,6.76,43.18,118.73,38.15,122.59,144.87,12.92,12.8,74,8.2,0,993.2,8.8,279,374
1/27/2022 11:00,5,2857.21,16.09,87.05,61.51,31.95,183.16,222.93,22.8,14.7,65,8.1,0,993.1,9.6,283,510
1/27/2022 12:00,5,4165.65,33.97,128.87,14.13,29.09,234.94,290.56,30.91,16.1,58,7.9,0,992.2,10.7,290,591
1/27/2022 13:00,5,5874.63,91.2,135.72,0.2,26.46,303.75,382.21,40.53,17,51,6.7,0,991.5,12.1,293,607
1/27/2022 14:00,5,7797.24,159.14,122.01,0,25.51,413.12,522.34,47.12,17.4,46,5.8,0,990.8,12.6,294,557
1/27/2022 15:00,5,8972.17,185.97,108.3,0,25.03,516,650.4,46.1,17.3,47,5.8,0,990.1,11.9,295,446
1/27/2022 16:00,5,9292.6,178.81,98.71,0,22.65,580.09,725.72,38.5,16.7,53,7,0,989.8,8.9,297,290
1/27/2022 17:00,5,8651.73,150.2,93.22,0,19.07,592.04,734.01,30.65,13.6,69,8,0,990.3,7.9,300,120
1/27/2022 18:00,5,7263.18,104.61,93.22,0,14.78,517.56,637.29,21.53,10.7,75,6.5,0,990.1,10.8,300,10
1/27/2022 19:00,5,4272.46,27.05,97.33,0.19,11.56,329.8,401.27,10.01,9.5,79,6.1,0,990.3,10.7,282,0
1/27/2022 20:00,5,3150.94,4.25,82.25,4.11,8.94,261.47,316.32,6.71,8.7,83,6,0,990.6,9.7,272,0
1/27/2022 21:00,5,2643.59,0.47,61.69,12.7,7.27,231.56,279.06,5.89,8.2,84,5.6,0,990.7,9.4,277,0
1/27/2022 22:00,5,2456.67,0.28,50.04,14.48,6.08,216.18,261.39,5.89,8.1,82,5.2,0,991,8.4,280,0
1/27/2022 23:00,5,2456.67,0.64,45.93,9.66,5.48,214,260.62,6.27,7.7,80,4.4,0,990.9,8.8,282,0
1/28/2022 0:00,5,2536.77,2.18,45.24,4.29,5.48,220.67,269.15,6.9,7.4,77,3.7,0,990.8,9.1,288,0
1/28/2022 1:00,5,2723.69,8.61,43.18,0.84,6.02,236.08,287.77,7.79,6.5,80,3.3,0,990.4,8,297,0
1/28/2022 2:00,5,3898.62,42.02,43.53,0.01,9.66,307.43,371.64,11.78,5.8,83,3.2,0,990.2,7.6,315,0
1/28/2022 3:00,5,5393.98,92.09,52.09,0.36,12.99,371.54,443.18,12.92,5.3,86,3.2,0,989.5,8,333,0
1/28/2022 4:00,5,4325.87,58.11,67.17,7.69,15.26,291.51,345.06,13.43,4.7,88,3,0,989,8.7,343,0
1/28/2022 5:00,5,4325.87,52.3,71.97,21.46,16.69,294.79,355.37,19.51,5,90,3.5,0,989.7,6.9,332,0
1/28/2022 6:00,5,3898.62,31.74,75.4,51.5,17.64,293.97,358.29,23.05,5,90,3.6,0,989.5,6.9,313,0
1/28/2022 7:00,5,1455.31,5.53,30.85,133.04,45.3,140.4,162.69,8.74,5,90,3.5,0,990.1,7.1,285,0
1/28/2022 8:00,5,1081.47,3.49,22.28,151.63,48.64,118.67,134.83,6.46,6.5,86,4.4,0,990.8,11.2,276,49
1/28/2022 9:00,5,988.01,2.79,20.73,163.08,50.07,115.56,129.85,6.02,9.4,81,6.4,0,991.7,9.4,266,204
1/28/2022 10:00,5,2510.07,17.43,68.55,85.83,38.62,177.44,209.63,20.52,12.4,73,7.7,0,992.3,7.9,270,373
1/28/2022 11:00,5,5073.55,67.06,113.79,21.99,30.52,282.67,342.8,36.48,15,62,7.7,0,992,10.2,280,508
